Seating Interest (Sidewalk/Roadway/Both),Restaurant Name,Legal Business Name,Doing Business As (DBA),Building Number,Street,Borough,Postcode,Business Address,Sidewalk Dimensions (Area),Roadway Dimensions (Area),Approved for Sidewalk Seating,Approved for Roadway Seating,Qualify Alcohol,Landmark District or Building,landmarkDistrict_terms,Latitude,Longitude,NTA
sidewalk,Gregorys Coffee,485 Madison Coffee and Bakery LLC,485 Madison Coffee and Bakery LLC,485,Madison Ave,Manhattan,10022,"485 Madison Ave, Manhattan, NY",600,,yes,no,no,no,,40.758825,-73.974877,Midtown-Midtown South
both,RICO CHIMI BROOKLYN INC,RICO CHIMI BROOKLYN INC.,RICO CHIMI BROOKLYN INC.,2928,ATLANTIC AVE.,Brooklyn,11207,"2928 ATLANTIC AVE., Brooklyn, NY",1000,800,yes,yes,no,no,,40.677507,-73.886251,East New York
both,Little Basil,ROD AROY 153 INC,LITTLE BASIL,153,E26th Street,Manhattan,10010,"153  E26th Street, Manhattan, NY",5500,5500,yes,yes,no,no,,40.741032,-73.982447,Gramercy
sidewalk,Bao Bao Cafe,Bao Bao Noodle Inc,Bao Bao Noodle Inc,106,Greenwich Street,Manhattan,10006,"106 Greenwich Street, Manhattan, NY",216,,yes,no,no,no,,40.708442,-74.0134,Battery Park City-Lower Manhattan
sidewalk,SHILINXIANG SEAFOOD RESTAURANT,SHILINXIANG SEAFOOD INC,SHILINXIANG SEAFOOD INC,13532,40TH ROAD,Queens,11354,"13532  40TH ROAD, Queens, NY",60,,yes,no,no,yes,yes,40.758856,-73.830116,Flushing
sidewalk,McDonald's,Goodmanallfood - LLC,McDonald's,159-40,Cross Bay Boulevard,Queens,11414,"159-40  Cross Bay Boulevard, Queens, NY",300,,yes,no,no,no,,40.658444,-73.839699,Lindenwood-Howard Beach
both,Whiskey Trader,71 W 55th Restaurant Corp,Whiskey Trader,71,W 55th St,Manhattan,10019,"71  W 55th St, Manhattan, NY",375,375,yes,yes,yes,no,,40.762558,-73.977005,Midtown-Midtown South
roadway,Shibam Yemen Cafe,Shibam Yemen Cafe Corp,Shibam Yemen Cafe Corp,6801,5th ave,Brooklyn,11220,"6801 5th ave, Brooklyn, NY",,400,no,yes,no,no,,40.634062,-74.020753,Bay Ridge
sidewalk,la nueva bakery,la nueva h&s inc,la nueva h&s inc,8610,37th ave,Queens,11372,"8610  37th ave, Queens, NY",120,,yes,no,no,yes,yes,40.750153,-73.880389,Jackson Heights
both,Juliana's,"Juliana's UTBB, LLC",Juliana's,19,Old Fulton Street,Brooklyn,11201,"19 Old Fulton Street, Brooklyn, NY",400,216,yes,yes,yes,yes,yes,40.702574,-73.993595,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
both,Tipsy Shanghai Restaurant,Tipsy Shanghai Restaurant,Tipsy Shanghai Restaurant,ECA,228 Thompson St.,Manhattan,10012,"ECA 228 Thompson St., Manhattan, NY",40,100,yes,yes,yes,yes,yes,,,
sidewalk,Beyond Sushi,Beyond Sushi Inc,Beyond Sushi,229,East 14th Street,Manhattan,10003,"229 East 14th Street, Manhattan, NY",253,,yes,no,no,no,,40.732971,-73.986393,Gramercy
roadway,Los Tacos No.1,LTN1 Park LLC,LTN1 Park LLC,125,Park Ave,Manhattan,10017,"125  Park Ave, Manhattan, NY",,240,no,yes,no,yes,yes,40.751681,-73.977677,Murray Hill-Kips Bay
both,Frame Gourmet Eatery,424 West 33 Inc,Frame Gourmet Eatery,424,West 33rd Street,Manhattan,10001,"424 West 33rd Street, Manhattan, NY",320,512,yes,yes,no,no,,40.753099,-73.997704,Hudson Yards-Chelsea-Flatiron-Union Square
sidewalk,Unos Chicago Grill,Unos Chicago Grill,Unos Chicago Grill,432,Columbus Avenue,Manhattan,10024,"432 Columbus Avenue, Manhattan, NY",80,,yes,no,yes,no,,40.783061,-73.974684,Upper West Side
both,Mr. Broadway Restaurant,R. Gross Kosher Restaurant Inc,Mr. Broadway Restaurant,1372,Broadway,Manhattan,10018,"1372 Broadway, Manhattan, NY",845,380,yes,yes,yes,no,,40.75227,-73.987454,Midtown-Midtown South
sidewalk,Peachwave Frozen Yogurt,Rosado Health And Fitness Enterprises INC,Arthur Avenue Froyo,602,East 187th Street,Bronx,10458,"602 East 187th Street, Bronx, NY",64,,yes,no,no,no,,40.855467,-73.887414,Belmont
both,Nugent,The 8801 Corp,Cebu,8801,3rd Avenue,Brooklyn,11209,"8801 3rd Avenue, Brooklyn, NY",448,1120,yes,yes,yes,no,,40.621944,-74.031671,Bay Ridge
both,Doughnut Plant,Doughnut Plant williamsburg inc.,Doughnut Plant williamsburg inc.,198,Bedford av,Brooklyn,11249,"198 Bedford av, Brooklyn, NY",72,200,yes,yes,no,no,,40.717372,-73.958237,North Side-South Side
sidewalk,THE DOLAR SHOP RESTAURANT GROUP LLC,THE DOLAR SHOP RESTAURANT GROUP LLC,THE DOLAR SHOP RESTAURANT GROUP LLC,36-36,PRINCE STREET,Queens,11354,"36-36 PRINCE STREET, Queens, NY",60,,yes,no,no,no,,40.761399,-73.832896,Flushing
both,Shahi Darbar Restaurant & Caterer,Yum Express Inc,Shahi Darbar Restaurant & Caterer,72-24,Broadway,Queens,11372,"72-24 Broadway, Queens, NY",450,240,yes,yes,no,no,,40.747506,-73.893357,Elmhurst-Maspeth
both,Locanda Vini e Olii,Francat Inc,Locanda Vini e Olii,129,Gates Ave,Brooklyn,11238,"129 Gates Ave, Brooklyn, NY",300,320,yes,yes,yes,yes,yes,40.684804,-73.962927,Clinton Hill
sidewalk,886,TASTY TAIWAN LLC,886,26,Saint Marks Place,Manhattan,10003,"26 Saint Marks Place, Manhattan, NY",100,,yes,no,yes,no,,40.728929,-73.988472,East Village
both,Cedar Local,Gerasimos Enterprises Inc,Cedar Local,25,Cedar,Manhattan,10005,"25 Cedar, Manhattan, NY",0,549,yes,yes,yes,no,,40.706976,-74.008058,Battery Park City-Lower Manhattan
both,967 LEXINGTON AVENUE CORP,967 LEXINGTON AVENUE CORP,BELLA BLU,967,LEXINGTON AVE,Manhattan,10021,"967  LEXINGTON AVE, Manhattan, NY",260,160,yes,yes,yes,yes,yes,40.76929,-73.963021,Upper East Side-Carnegie Hill
both,Pablitos Taqueria Restaurant,Pablitos Taqueria Restaurant  Corp,Pablitos Taqueria Restaurant  Corp,723,5th Avenue,Brooklyn,11215,"723  5th Avenue, Brooklyn, NY",390,136,yes,yes,no,no,,40.660307,-73.994489,Sunset Park West
sidewalk,MACARON COFFEE BAR,MACARON COFFEE BAR LLC,MACARON COFFEE BAR,2104,FULTON  ST,Brooklyn,11233,"2104 FULTON  ST, Brooklyn, NY",91,,yes,no,no,no,,40.678373,-73.912727,Ocean Hill
sidewalk,The spot cafe,The spot cafe inc,The spot cafe inc,61-05,Madison st,Queens,11385,"61-05  Madison st, Queens, NY",384,,yes,no,no,no,,40.707175,-73.896938,Ridgewood
roadway,IHOP,Mikes HOP Inc,IHOP,11000,Flatlands Ave,Brooklyn,11207,"11000 Flatlands Ave, Brooklyn, NY",,200,no,yes,no,no,,40.650185,-73.891062,Starrett City
both,CREPERIE NYC,AHS CREPES CORP,AHS CREPES CORP,135,LUDLOW,Manhattan,10002,"135 LUDLOW, Manhattan, NY",120,120,yes,yes,no,no,,40.720316,-73.988247,Chinatown
both,Jao Khao Chinese Halal Inc,Jao Khao Chinese Halal Inc,Jao Khao Chinese Halal Inc,128-12,Liberty Avenue,Queens,11419,"128-12 Liberty Avenue, Queens, NY",192,128,yes,yes,no,no,,40.689045,-73.816909,South Ozone Park
sidewalk,EL REY DE LOS TACOS CORP,EL REY DE LOS TACOS CORP,EL REY DE LOS TACOS CORP,4906,43RD AVENUE,Queens,11377,"4906 43RD AVENUE, Queens, NY",192,,yes,no,no,no,,40.744551,-73.91539,Hunters Point-Sunnyside-West Maspeth
sidewalk,Pushkart International Cuisine,"Pushkart International Cuisine, Inc",Pushkart International Cuisine,3398,Boston Road,Bronx,10469,"3398 Boston Road, Bronx, NY",264,,yes,no,no,no,,40.875404,-73.850794,Eastchester-Edenwald-Baychester
sidewalk,Las Delicias Mexicanas,Las Delicias mexicanas Corp,Las Delicias mexicanas Corp,2109,3rd Avenue,Manhattan,10029,"2109  3rd Avenue , Manhattan, NY",204,,yes,no,yes,no,,40.797535,-73.940309,East Harlem North
sidewalk,The Little Beet,The Little Beet,LB 1140 Broadway LLC,1140,Broadway,Manhattan,10001,"1140 Broadway, Manhattan, NY",240,,yes,no,no,no,,40.743907,-73.988979,Hudson Yards-Chelsea-Flatiron-Union Square
both,Bar Meridian,Prospective Crown LLC,Bar Meridian,406,Prospect Place,Brooklyn,11238,"406 Prospect Place, Brooklyn, NY",340,126,yes,yes,yes,no,,40.676419,-73.962971,Prospect Heights
sidewalk,Tortoise & Hare,Vega Darcy Inc,Tortoise & Hare,6115,Broadway,Bronx,10471,"6115 Broadway, Bronx, NY",75,,yes,no,yes,no,,40.894392,-73.896536,North Riverdale-Fieldston-Riverdale
sidewalk,Ramen Thukpa,Jigmey & Thotsa Corp,Ramen Thukpa,70,7th Avenue South,Manhattan,10014,"70  7th Avenue South, Manhattan, NY",310,,yes,no,yes,yes,yes,40.731995,-74.003742,West Village
sidewalk,Pantry Market Eatery,2420 Group LLC,Pantry Market Eatery,2420,Jackson Avenue,Queens,11101,"2420 Jackson Avenue , Queens, NY",153,,yes,no,no,no,,40.746312,-73.944408,Hunters Point-Sunnyside-West Maspeth
both,THE IZAKAYA NYC on East 4th,SHIAWASE FACTORY LTD,THE IZAKAYA,215,East 4th street,Manhattan,10009,"215  East 4th street , Manhattan, NY",175,250,yes,yes,no,no,,40.723716,-73.983523,East Village
sidewalk,Parva Bakeshop Cafe,V5 Investors LTD,Parva Bakeshop Cafe,8201,Northern blvd,Queens,11372,"8201 Northern blvd, Queens, NY",198,,yes,no,no,no,,40.755581,-73.88523,Jackson Heights
both,El buen gusto,El Buen Gusto Restaurant INC,El Buen Gusto Restaurant INC,30-85,14th Street,Queens,11102,"30-85  14th Street , Queens, NY",200,160,yes,yes,no,no,,40.768785,-73.93158,Old Astoria
sidewalk,PAPA MIKES BRICK OVEN PIZZA CORP,PAPA MIKES BRICK OVEN PIZZA CORP,PAPA MIKES BRICK OVEN PIZZA CORP,7416-7418,20TH AVE,Brooklyn,11204,"7416-7418 20TH AVE, Brooklyn, NY",320,,yes,no,no,no,,40.611293,-73.991313,Bensonhurst West
sidewalk,Irie Bite inc,IrieBite Inc,IrieBite Restaurant and Bakery,387,Utica ave,Brooklyn,11213,"387  Utica ave, Brooklyn, NY",540,,yes,no,no,no,,40.664975,-73.93147,Crown Heights South
both,Johns Deli,Johns Deli Brooklyn corp,Johns Deli,8308,13th Avenue,Brooklyn,11228,"8308 13th Avenue , Brooklyn, NY",252,144,yes,yes,no,no,,40.615679,-74.012257,Dyker Heights
sidewalk,Gentle Perch,V.O.E Hospitality Group LLC,Gentle Perch,112,Graham Ave,Brooklyn,11206,"112 Graham Ave, Brooklyn, NY",266,,yes,no,yes,no,,40.705014,-73.942812,Bushwick South
both,Wings & seafood,Wings & seafood inc,Wings & seafood inc,785,Fairview ave ridgewood,Queens,11385,"785 Fairview ave ridgewood , Queens, NY",288,288,yes,yes,no,no,,,,
both,Le Pain Quotidien 97th and Mad,APQ 1399 Madison NY LLC,Le Pain Quotidien,1399,Madison Ave,Manhattan,10029,"1399 Madison Ave, Manhattan, NY",240,320,yes,yes,no,no,,40.787989,-73.953589,East Harlem South
sidewalk,Mary's Fish Camp,"Oystergirl, Inc",Mary's Fish Camp,246,West 4th Street,Manhattan,10014,"246 West 4th Street, Manhattan, NY",715,,yes,no,yes,yes,yes,40.734734,-74.003118,West Village
roadway,Blue Tequila Restaurant,Blue Tequila Restaurant and Bar Inc.,Blue Tequila Restaurant and Bar Inc.,112-07,Jamaica Avenue,Queens,11418,"112-07 Jamaica Avenue , Queens, NY",,96,no,yes,no,no,,40.697492,-73.836259,Richmond Hill
sidewalk,rumas kitchen,rumas kitchen inc.,rumas kitchen,37-01,61st street,Queens,11377,"37-01  61st street, Queens, NY",560,,yes,no,no,no,,40.749193,-73.901767,Woodside
sidewalk,The Juicer Shack,The Juicer Shack,Conrado Balderas (DBA) The Juicer Shack,1086,Southern Blvd,Bronx,10459,"1086 Southern Blvd, Bronx, NY",40,,yes,no,no,no,,40.825655,-73.891913,Hunts Point
sidewalk,"39 KINGS CAFE, INC.","39 KINGS CAFE, INC.","39 KINGS CAFE, INC.",39-07,PRINCE STREET,Queens,11354,"39-07  PRINCE STREET, Queens, NY",576,,yes,no,no,no,,40.759543,-73.832255,Flushing
sidewalk,Madden's Pub,Murray's of the Bronx Corp,Murray's of the Bronx Corp,27,Bedford Park Boulevard East,Bronx,10468,"27 Bedford Park Boulevard East , Bronx, NY",240,,yes,no,yes,no,,40.872894,-73.888773,Bedford Park-Fordham North
both,ROLLN,ROLLN 23rd LLC,ROLLN,38,East 23rd St,Manhattan,10010,"38 East 23rd St, Manhattan, NY",40,80,yes,yes,no,no,,40.74066,-73.9875,Hudson Yards-Chelsea-Flatiron-Union Square
sidewalk,slaughtered lamb pub,"greenwich village hospitality management, inc.",slaughtered lamb pub,182,west 4th street,Manhattan,10014,"182 west 4th street, Manhattan, NY",189,,yes,no,yes,yes,yes,40.732497,-74.001833,West Village
both,Deux Amis,Thafath Inc,Thafath Inc,356,East 51st Street,Manhattan,10022,"356 East 51st Street, Manhattan, NY",154,176,yes,yes,yes,no,,40.754854,-73.966544,Turtle Bay-East Midtown
sidewalk,Acquista Trattoria,Cinque Fratelli Inc,Cinque Fratelli,178-01,Union Turnpike,Queens,11366,"178-01 Union Turnpike, Queens, NY",1875,,yes,no,yes,no,,40.726341,-73.789935,Fresh Meadows-Utopia
sidewalk,"FGNY 1008 6th Avenue, LLC","FGNY 1008 6th Avenue, LLC",Five Guys,1008,6th avenue,Manhattan,10018,"1008 6th avenue, Manhattan, NY",95,,yes,no,no,no,,40.751982,-73.98618,Midtown-Midtown South
sidewalk,Poke Zest,Poke Zest,Poke Zest,629,manhattan ave,Brooklyn,11222,"629  manhattan ave, Brooklyn, NY",75,,yes,no,no,no,,40.723857,-73.950852,Greenpoint
both,Kubeh,Kubbeh LLC,Kubeh,464,Avenue of the Americas,Manhattan,10011,"464 Avenue of the Americas, Manhattan, NY",341,128,yes,yes,yes,yes,yes,40.735528,-73.998163,West Village
both,Pisellino,FIFTYTWO MERCHANTS LLC,PISELLINO,100,S 7th Ave,Manhattan,10014,"100  S 7th Ave, Manhattan, NY",1800,1800,yes,yes,yes,yes,yes,,,
both,Vicolina,Vicolina Restaurant Venture LLC,Vicolina Restaurant Venture LLC,1302,Madison Ave,Manhattan,10128,"1302 Madison Ave, Manhattan, NY",144,144,yes,yes,no,yes,yes,40.784933,-73.955851,Upper East Side-Carnegie Hill
both,Cafe Argentino,Cafe Argentino Inc.,Cafe Argentino Inc.,499,Grand Street,Brooklyn,11211,"499 Grand Street, Brooklyn, NY",168,416,yes,yes,yes,no,,40.710957,-73.951197,North Side-South Side
sidewalk,Le Petit Parisien,LPP Lenox LLC,Le Petit Parisien,151,Malcolm X Blvd,Manhattan,10026,"151 Malcolm X Blvd, Manhattan, NY",484,,yes,no,no,no,,40.80302,-73.948966,Central Harlem South
sidewalk,Hug Esan Restaurant,Udonthani Inc,Udonthani Inc,7716,Woodside Ave. Elmhurst,Queens,11373,"7716 Woodside Ave. Elmhurst, Queens, NY",144,,yes,no,no,yes,yes,,,
sidewalk,TORTILLERA Y TAQUERIA LENCHITA CORP,TORTILLERIA Y TAQUERIA LENCHITA CORP,TORTILLERIA Y TAQUERIA LENCHITA CORP,618,EAST 183RD STREET,Bronx,10458,"618 EAST 183RD STREET, Bronx, NY",420,,yes,no,no,no,,40.852855,-73.888521,Belmont
both,Dali Market,115 W 57 Market Inc.,Dali Market,115,W 57th Street,Manhattan,10019,"115  W 57th Street, Manhattan, NY",72,72,yes,yes,no,no,,40.764609,-73.977857,Midtown-Midtown South
sidewalk,Clyde Frazier's Wine And Dine,Clyde Ark LLC,Clyde Frazier's Wine and Dine,485,10th Avenue,Manhattan,10018,"485 10th Avenue, Manhattan, NY",750,,yes,no,yes,no,,40.756585,-73.997701,Hudson Yards-Chelsea-Flatiron-Union Square
sidewalk,Hiroshi sushi,Fusion one inc,Fusion one inc,585,3 Ave,Manhattan,10016,"585  3 Ave, Manhattan, NY",255,,yes,no,yes,no,,40.748472,-73.976119,Murray Hill-Kips Bay
sidewalk,El maya tavern,El maya tavern corp,El maya tavern corp,13931,Jamaica ave,Queens,11435,"13931  Jamaica ave, Queens, NY",336,,yes,no,no,no,,40.702371,-73.812093,Briarwood-Jamaica Hills
both,Magazine,Space Bar LLC,Magazine,130,Franklin St,Brooklyn,11222,"130  Franklin St, Brooklyn, NY",126,144,yes,yes,yes,yes,yes,40.72935,-73.957497,Greenpoint
sidewalk,gyro grill,gyro grill llc,gyro grill,63-02,woodhaven blvd,Queens,11374,"63-02  woodhaven blvd, Queens, NY",96,,yes,no,no,no,,40.724282,-73.869175,Middle Village
both,ALLSWELL,KETTLE PIE INC,ALLSWELL,124,BEDFORD AVE,Brooklyn,11211,"124  BEDFORD AVE, Brooklyn, NY",270,270,yes,yes,yes,no,,40.71958,-73.955862,North Side-South Side
both,EL ENCEBOLLADO DE VICTOR CORP,EL ENCEVOLLADO DE VICTOR,EL ENCEVOLLADO DE VICTOR,338,Knickerbocker Avenue,Brooklyn,11237,"338  Knickerbocker Avenue, Brooklyn, NY",160,160,yes,yes,no,no,,40.701033,-73.92228,Bushwick North
both,The Wooly,W LLC,The Wooly,9,Barclay Street,Manhattan,10279,"9 Barclay Street, Manhattan, NY",357,408,yes,yes,yes,yes,yes,40.712208,-74.008542,SoHo-TriBeCa-Civic Center-Little Italy
sidewalk,The Calaveras Cafe,The Calaveras Group LLC,The Calaveras Cafe,947,Columbus avenue,Manhattan,10025,"947 Columbus avenue, Manhattan, NY",90,,yes,no,no,no,,40.799545,-73.962632,Morningside Heights
both,Yumpling,Yumpling LIC Queens LLC,Yumpling,4911,Vernon Blvd,Queens,11101,"4911 Vernon Blvd, Queens, NY",30,105,yes,yes,no,no,,40.743264,-73.953912,Hunters Point-Sunnyside-West Maspeth
both,ari villa corp.,Villa,Villa,25-39,Steinway st.,Queens,11103,"25-39  Steinway st., Queens, NY",480,208,yes,yes,no,no,,40.767555,-73.912,Astoria
sidewalk,Urgut tandir express inc,Urgut tandir express inc,Urgut tandir express inc,3915,18 ave,Brooklyn,11218,"3915 18 ave , Brooklyn, NY",243,,yes,no,no,yes,yes,40.632749,-73.97291,Flatbush
sidewalk,NATIVIDAD RESTAURANT CORP,NATIVIDAD RESTAURANT CORP,NATIVIDAD RESTAURANT CORP,3766B,103 STREET,Queens,11368,"3766B 103 STREET, Queens, NY",10,,yes,no,yes,no,,40.752764,-73.8642,North Corona
both,Botanica Bar,Beas Tavern INC,Botanica Bar,47,East Houston Street,Manhattan,10012,"47 East Houston Street, Manhattan, NY",312,112,yes,yes,yes,no,,40.724828,-73.994585,SoHo-TriBeCa-Civic Center-Little Italy
sidewalk,Kool Bloo,117 Avenue of Americas Food Corp,Kool Bloo,117,Ave of Americas,Manhattan,10013,"117  Ave of Americas, Manhattan, NY",1470,,yes,no,no,no,,40.723807,-74.00473,SoHo-TriBeCa-Civic Center-Little Italy
both,CHOCOLATTE FRANKLIN CORP,CHOCOLATE ESPRESSO BAR,CHOCOLATE ESPRESSO BAR,800,FRANKLIN AVENUE,Brooklyn,11238,"800  FRANKLIN AVENUE, Brooklyn, NY",228,84,yes,yes,no,no,,40.671037,-73.957848,Crown Heights North
both,Mr. Coco Chicken Inc,Mr. Coco Chicken Inc,Mr. Coco Chicken Inc,45-15,162St,Queens,11358,"45-15 162St, Queens, NY",144,144,yes,yes,no,no,,40.755742,-73.804605,East Flushing
sidewalk,Pret A Manger,Pret A Manger (USA) Limited,Pret A Manger,1350,6th Avenue,Manhattan,10019,"1350 6th Avenue, Manhattan, NY",100,,yes,no,no,no,,40.762731,-73.978341,Midtown-Midtown South
roadway,Smile To Go,22 Howard Street F&B LLC,22 Howard Street F&B LLC,22,Howard Street,Manhattan,10013,"22 Howard Street, Manhattan, NY",,160,no,yes,no,yes,yes,40.719421,-74.000317,SoHo-TriBeCa-Civic Center-Little Italy
both,tailor public house,505 hp llc,505 hp llc,505,8Th avenue,Manhattan,10018,"505 8Th avenue, Manhattan, NY",390,286,yes,yes,yes,no,,40.753047,-73.99285,Hudson Yards-Chelsea-Flatiron-Union Square
sidewalk,Gracie mews diner,Gracie muse rest. Corp,Gracie muse rest. Corp,1550,1st avenue,Manhattan,10028,"1550  1st avenue, Manhattan, NY",800,,yes,no,yes,no,,40.773447,-73.951866,Yorkville
both,Tacombi,Tacos Los Vaqueros LLC,Tacombi,377,Amsterdam Avenue,Manhattan,10024,"377 Amsterdam Avenue, Manhattan, NY",1680,768,yes,yes,yes,no,,40.782565,-73.978739,Upper West Side
sidewalk,Restaurant Nippon,Wako Internarional Corporation,restaurant nippon,155,E52nd St,Manhattan,10022,"155  E52nd St, Manhattan, NY",48,,yes,no,yes,no,,40.757518,-73.970882,Turtle Bay-East Midtown
both,El Castillo de Manhattan Rest,El Castillo de Manhattan Rest,El Castillo de Manhattan Rest,207,Madison St,Manhattan,10002,"207 Madison St , Manhattan, NY",180,264,yes,yes,no,no,,40.712693,-73.989521,Lower East Side
both,MADISON RESTAURANT,"5686 RIVERDALE AVENUE,BRONX, NY 10471","5686 RIVERDALE AVENUE,BRONX, NY 10471",5686,RIVERDALE AVENUE,Bronx,10471,"5686  RIVERDALE AVENUE, Bronx, NY",273,168,yes,yes,yes,no,,40.906434,-73.904204,North Riverdale-Fieldston-Riverdale
sidewalk,LIC Corner Cafe,L.I.C. Corner Cafe,LIC Corner Cafe,21-03,45th Road,Queens,11101,"21-03 45th Road, Queens, NY",140,,yes,no,no,no,,40.74661,-73.947486,Hunters Point-Sunnyside-West Maspeth
sidewalk,Cheng Du spicy food Inc.,Cheng Du spicy food Inc.,Cheng Du spicy food Inc.,Unit A,"37-17 Prince Street, Unit #2",Queens,11354,"Unit A 37-17 Prince Street, Unit #2, Queens, NY",780,,yes,no,no,yes,yes,,,
both,koronet pizza,ST. ABRAAM SJ INC,Koronet Pizza,4087,Broadway,Manhattan,10032,"4087 Broadway, Manhattan, NY",130,78,yes,yes,no,no,,40.844241,-73.938966,Washington Heights South
roadway,Playground Coffee Shop,"Playground Coffee Shop, Inc","Playground Coffee Shop, Inc",1114,Bedford Ave,Brooklyn,11216,"1114 Bedford Ave, Brooklyn, NY",,518,no,yes,no,no,,40.686623,-73.954571,Clinton Hill
sidewalk,Dua Kafe,DUA BYREK INC,DUA BYREK INC,520,E 14TH ST,Manhattan,10009,"520  E 14TH ST, Manhattan, NY",150,,yes,no,no,no,,40.729981,-73.9793,East Village
both,THE GULLY,GULLY NYC INC,THE GULLY,2545,STEINWAY STREET,Queens,11103,"2545 STEINWAY STREET, Queens, NY",144,192,yes,yes,no,no,,40.76755,-73.912004,Astoria
both,Ke Lai Le,Ke Lai Le,Ke Lai Le,791A,Washington Ave,Brooklyn,11238,"791A  Washington Ave, Brooklyn, NY",15,75,yes,yes,no,yes,yes,40.67296,-73.962815,Prospect Heights
both,Hernandez,CHOPT Creative Salad Company,CHOPT,200,Varick,Manhattan,10014,"200 Varick, Manhattan, NY",64,64,yes,yes,no,no,,40.728347,-74.005343,SoHo-TriBeCa-Civic Center-Little Italy
both,Banh Mi zon,BMZEVLLC,Banh Mi Zon,443,east 6th st,Manhattan,10009,"443 east 6th st, Manhattan, NY",40,60,yes,yes,no,no,,40.725989,-73.985168,East Village
both,Pizza Damore,Ffg services,Ffg services,3001-3003,Avenue U,Brooklyn,11229,"3001-3003 Avenue U , Brooklyn, NY",900,250,yes,yes,no,no,,40.600768,-73.938904,Madison
sidewalk,El Rumbero Bar Restaurant,El Rumbero Bar Restaurant,El Rumbero Bar Restaurant,82-05,Northern Blvd,Queens,11372,"82-05 Northern Blvd, Queens, NY",140,,yes,no,yes,no,,40.755584,-73.885201,Jackson Heights
both,Las Palmas Dominuicanas,Las Palmas Dominicanas Corp.,Las Palmas Dominicanas Corp.,201-09,northern blvd,Queens,11361,"201-09 northern blvd, Queens, NY",345,184,yes,yes,no,no,,40.757633,-73.781855,Bayside-Bayside Hills
roadway,Pastrami Queen,Jonah's Pastrami LLC,Pastrami Queen,1125,Lexington Ave,Manhattan,10075,"1125 Lexington Ave, Manhattan, NY",,120,no,yes,no,no,,40.774378,-73.95931,Upper East Side-Carnegie Hill
both,Barnacho,920 Second Avenue Tavern Corp,Barnacho,920,Second Ave,Manhattan,10017,"920 Second Ave, Manhattan, NY",375,300,yes,yes,yes,no,,40.754111,-73.969068,Turtle Bay-East Midtown
roadway,Joe Coffee Company,JAGR Three LLC,JAGR Three LLC,514,Columbus Avenue,Manhattan,10024,"514 Columbus Avenue, Manhattan, NY",,21,no,yes,no,no,,40.785616,-73.972823,Upper West Side
roadway,Ming's Caffe,Ming's,Ming's Caffe,28,Canal Street,Manhattan,10002,"28 Canal Street, Manhattan, NY",,128,no,yes,no,no,,40.714467,-73.990466,Lower East Side
sidewalk,Ollies Sichuan,Ollies 42nd LLC,Ollie's Sichuan,411,West 42nd St,Manhattan,10036,"411 West 42nd St, Manhattan, NY",414,,yes,no,yes,no,,40.758679,-73.993203,Clinton
both,Nuevas Brisas del Valle,Nuevas Brisas del Valle,Nuevas Brisas del Valle,90 14,37th Avenue,Queens,11372,"90 14 37th Avenue, Queens, NY",90,80,yes,yes,no,no,,40.750547,-73.876642,Jackson Heights
